tramite_tipo;ID_Denuncia;tramite_fecha;fecha_inscripcion_inicial;registro_seccional_codigo;registro_seccional_descripcion;registro_seccional_provincia;automotor_origen;automotor_anio_modelo;automotor_tipo_codigo;automotor_tipo_descripcion;automotor_marca_codigo;automotor_marca_descripcion;automotor_modelo_codigo;automotor_modelo_descripcion;automotor_uso_codigo;automotor_uso_descripcion;titular_tipo_persona;titular_domicilio_localidad;titular_domicilio_provincia;titular_genero;titular_anio_nacimiento;titular_pais_nacimiento;titular_porcentaje_titularidad;titular_domicilio_provincia_id;titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO;DEN-3782;18/1/2024;10/9/2013;2058;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Nacional;2013;12;SEDAN;37;RENAULT;WU;FLUENCE 2.0 16V LUXE;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;No identificado;1955;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-4759;25/1/2024;14/1/2011;2064;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Nacional;2011;12;SEDAN;17;FIAT;AS;SIENA FIRE 4P 1.4MPI 8V HP BZ;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Femenino;1956;PERU;100;2;
DENUNCIA DE ROBO O HURTO;DEN-4805;5/1/2024;9/11/2010;2056;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Nacional;2010;12;SEDAN;08;CHEVROLET;DC;CLASSIC 4 PTAS LS AA+DIR 1.4N;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1999;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-10163;25/1/2024;29/3/1996;2056;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Nacional;1996;12;SEDAN;17;FIAT;79;DUNA CS DA;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1952;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-1582;22/1/2024;23/9/2019;2060;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Nacional;2019;12;SEDAN;37;RENAULT;2W;NUEVO LOGAN AUTHENTIQUE PLUS 1.6;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1946;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-10434;29/1/2024;6/7/1995;13034;GODOY CRUZ;Mendoza;Nacional;1995;12;SEDAN;18;FIAT;20;DUNA SDR 1.7;1;Privado;Física;GODOY CRUZ;MENDOZA;Masculino;1982;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-3990;5/1/2024;1/2/2013;14002;ELDORADO;Misiones;Nacional;2013;12;SEDAN;37;RENAULT;XU;SYMBOL AUTHENTIQUE 1.6 PACK I;1;Privado;Física;NUEVE DE JULIO;MISIONES;No identificado;1967;ARGENTINA;100;54;ARG
DENUNCIA DE ROBO O HURTO;DEN-5918;5/1/2024;23/10/2007;2063;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Nacional;2007;12;SEDAN;34;PEUGEOT;GF;307 XS PREMIUM TIPTRONIC 2.0 4P 143;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Femenino;1968;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-11030;9/1/2024;28/10/1993;2063;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Nacional;1994;12;SEDAN;19;FORD;40;ESCORT LX;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1956;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-2666;10/1/2024;22/9/2016;2060;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Nacional;2016;12;SEDAN;08;CHEVROLET;DX;CLASSIC 4 P LS ABS+AIRBAG 1.4N;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1997;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-5402;31/1/2024;17/4/2009;13034;GODOY CRUZ;Mendoza;Nacional;2009;12;SEDAN;07;CITROEN;55;C4 SEDAN 2.0I 16V SX;1;Privado;Física;EL PLUMERILLO;MENDOZA;Masculino;1992;ARGENTINA;50;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-8127;5/1/2024;5/10/2001;21044;ROSARIO;Santa Fe;Importado;2001;11;PICK UP;102;NISSAN;338;CABINA SIMPLE 2.5 DIESEL;1;Privado;Física;ROSARIO;SANTA FE;Masculino;1976;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-8969;26/1/2024;7/7/1999;21043;ROSARIO;Santa Fe;Nacional;1999;11;SEDAN;17;FIAT;44;UNO S (1.4 - 3P.);1;Privado;Física;ROSARIO;SANTA FE;Masculino;1951;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-10546;12/1/2024;27/2/1995;21075;SAN LORENZO;Santa Fe;Nacional;1995;11;SEDAN;17;FIAT;72;UNO CL-3P;1;Privado;Física;FRAY LUIS BELTRAN;SANTA FE;Femenino;1991;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-9326;18/1/2024;7/7/1998;21050;ROSARIO;Santa Fe;Protocolo 21;1998;11;PICK UP;024;CHEVROLET;267;S10 2.5TD CABINA DOBLE DLX 4X4;1;Privado;Física;ROSARIO;SANTA FE;Masculino;1977;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-6928;16/1/2024;27/1/2005;21062;CAÑADA DE GOMEZ;Santa Fe;Protocolo 21;2005;11;PICK UP;024;CHEVROLET;346;S10 2.8STD T.INTERC.4X4(CAB.DOB);1;Privado;Física;CAÑADA DE GOMEZ;SANTA FE;Femenino;1975;PARAGUAY;100;82;PRY
DENUNCIA DE ROBO O HURTO;DEN-10953;29/1/2024;2/2/1994;21066;SANTA FE;Santa Fe;Nacional;1994;11;SEDAN;17;FIAT;62;UNO SCR-3P;1;Privado;Física;SANTA FE;SANTA FE;Femenino;1996;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-9234;17/1/2024;6/10/1998;21068;ROSARIO;Santa Fe;Nacional;1998;11;SEDAN;17;FIAT;44;UNO S (1,4 3P);1;Privado;Física;ROSARIO;SANTA FE;Femenino;1976;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-7294;3/1/2024;14/1/2004;21068;ROSARIO;Santa Fe;Protocolo 21;2004;11;PICK UP;024;CHEVROLET;323;S10 2.8 T.I. (CABINA DOBLE);1;Privado;Física;ROSARIO;SANTA FE;Femenino;1979;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-12779;16/1/2024;20/1/1989;1153;LA MATANZA;Buenos Aires;Nacional;1989;11;SEDAN;17;FIAT;50;SPAZIO TR;1;Privado;Física;ISIDRO CASANOVA;BUENOS AIRES;Femenino;1966;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8455;22/1/2024;28/11/2000;1192;MORON;Buenos Aires;Nacional;2000;11;SEDAN;17;FIAT;77;UNO S 1.4 SPI (3P) S.E.;1;Privado;Física;HAEDO;BUENOS AIRES;Femenino;1998;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-10674;23/1/2024;2/11/1994;1062;MERLO;Buenos Aires;Protocolo 21;1994;11;PICK UP;130;TOYOTA;049;HILUX 4X2 C/D;1;Privado;Física;MERLO;BUENOS AIRES;Femenino;1968;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-12838;4/1/2024;10/11/1988;1029;ESTEBAN ECHEVERRIA;Buenos Aires;Nacional;1988;11;SEDAN;17;FIAT;50;BRIO;1;Privado;Física;LUIS GUILLON;BUENOS AIRES;No identificado;1998;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9698;18/1/2024;30/6/1997;1130;GENERAL RODRIGUEZ;Buenos Aires;Nacional;1997;11;SEDAN;17;FIAT;14;UNO S (1.4/CARB/3P);1;Privado;Física;GENERAL RODRÍGUEZ;BUENOS AIRES;Femenino;1979;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-7318;29/1/2024;16/1/2004;1161;ESTEBAN ECHEVERRIA;Buenos Aires;Protocolo 21;2004;11;PICK UP;024;CHEVROLET;321;S10 2.8 DLX T.I (CABINA DOBLE);1;Privado;Física;MONTE GRANDE;BUENOS AIRES;Masculino;1971;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-10104;19/1/2024;21/5/1996;1107;LANUS;Buenos Aires;Nacional;1996;11;SEDAN;37;RENAULT;00;RENAULT 9;1;Privado;Física;VALENTIN ALSINA;BUENOS AIRES;Masculino;1952;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-10651;8/1/2024;10/11/1994;1046;LA PLATA;Buenos Aires;Nacional;1994;11;SEDAN;17;FIAT;66;VIVACE;1;Privado;Física;LA PLATA;BUENOS AIRES;No identificado;1959;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-10460;12/1/2024;24/5/1995;1136;ADROGUE;Buenos Aires;Nacional;1995;11;SEDAN;17;FIAT;72;UNO SL 1.4 / 1.4 (3P) CL 1.6 / CLAA;1;Privado;Física;SAN JOSE;BUENOS AIRES;Masculino;1954;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8216;10/1/2024;13/7/2001;1202;MAR DEL PLATA;Buenos Aires;Importado;2001;11;PICK UP;093;MITSUBISHI;035;L200 4WD 2.5 DIESEL TURBO;1;Privado;Física;MAR DEL PLATA;BUENOS AIRES;Masculino;2005;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-6799;17/1/2024;6/6/2005;1150;AVELLANEDA;Buenos Aires;Protocolo 21;2005;11;PICK UP;024;CHEVROLET;346;S10 2.8STD T.INTERC.4X4 (CABINA DOBLE);1;Privado;Física;AVELLANEDA;BUENOS AIRES;No identificado;1990;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9298;4/1/2024;21/7/1998;1100;TRES DE FEBRERO;Buenos Aires;Importado;1998;11;PICK UP;061;ISUZU;112;TFS69HDEI;1;Privado;Física;CASEROS;BUENOS AIRES;Femenino;1947;ARGENTINA;50;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9875;24/1/2024;10/1/1997;1203;MALVINAS ARGENTINAS;Buenos Aires;Nacional;1997;11;SEDAN;17;FIAT;01;UNO CS  ( 3P);1;Privado;Física;GRAND BOURG;BUENOS AIRES;No identificado;1990;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9694;8/1/2024;24/6/1997;1128;SAN MIGUEL;Buenos Aires;Nacional;1997;11;SEDAN;17;FIAT;50;UNO S 3P (CONFORT) 1.4;1;Privado;Física;SAN MIGUEL;BUENOS AIRES;Masculino;2002;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9683;18/1/2024;15/7/1997;1148;LOMAS DE ZAMORA;Buenos Aires;Nacional;1997;11;SEDAN;17;FIAT;50;UNO S 3P (CONFORT) 1.4;1;Privado;Física;BºSAN JOSE -L.DE ZAMORA;BUENOS AIRES;Masculino;1971;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-6844;16/1/2024;21/4/2005;1118;QUILMES;Buenos Aires;Protocolo 21;2005;11;PICK UP;024;CHEVROLET;323;S10 2.8 T.I.(CABINA DOBLE);1;Privado;Física;BERNAL;BUENOS AIRES;Masculino;1984;PARAGUAY;100;6;PRY
DENUNCIA DE ROBO O HURTO;DEN-9403;26/1/2024;29/4/1998;1152;LA MATANZA;Buenos Aires;Nacional;1998;11;SEDAN;17;FIAT;44;UNO S 1.4 (3P);1;Privado;Física;RAFAEL CASTILLO;BUENOS AIRES;Femenino;1966;PARAGUAY;100;6;PRY
DENUNCIA DE ROBO O HURTO;DEN-7402;11/1/2024;6/10/2003;1202;MAR DEL PLATA;Buenos Aires;Protocolo 21;2003;11;PICK UP;024;CHEVROLET;346;S10 2.8STD T.INTERC.4X4(CAB.DOB);1;Privado;Física;MAR DEL PLATA;BUENOS AIRES;Masculino;2003;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8561;18/1/2024;10/8/2000;1195;TIGRE;Buenos Aires;Nacional;2000;11;SEDAN;17;FIAT;77;UNO S 1.4 SPI (3P) S.E;1;Privado;Física;TIGRE;BUENOS AIRES;Masculino;1949;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-10807;3/1/2024;2/6/1994;1118;QUILMES;Buenos Aires;Nacional;1994;11;SEDAN;17;FIAT;50;SPAZIO TR;1;Privado;Física;BERNAL OESTE;BUENOS AIRES;Masculino;1961;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-10836;3/1/2024;4/5/1994;1045;LA PLATA;Buenos Aires;Nacional;1994;11;SEDAN;17;FIAT;72;UNO CL-3P;1;Privado;Física;VILLA ELVIRA-LA PLATA;BUENOS AIRES;Masculino;1990;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-7273;24/1/2024;25/2/2004;1063;MIRAMAR;Buenos Aires;Protocolo 21;2004;11;PICK UP;024;CHEVROLET;323;S10 2.8 T.I.(CABINA DOBLE);1;Privado;Física;COMANDANTE NICANOR OTAMENDI;BUENOS AIRES;No identificado;1979;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-11326;26/1/2024;22/1/1993;1096;TIGRE;Buenos Aires;Nacional;1993;11;SEDAN;17;FIAT;72;UNO SL 1.4;1;Privado;Física;DON TORCUATO;BUENOS AIRES;Femenino;1982;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-5973;26/1/2024;19/9/2007;1225;SAN MIGUEL;Buenos Aires;Protocolo 21;2007;11;PICK UP;024;CHEVROLET;413;S10 2.8TDI STD 4X2 ELECTRONIC CD;1;Privado;Física;C.LIB.GRAL.SAN MARTIN;BUENOS AIRES;Masculino;1975;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9498;31/1/2024;29/1/1998;1196;LA PLATA;Buenos Aires;Nacional;1998;11;SEDAN;17;FIAT;44;UNO S 1.4 (3P);1;Privado;Física;LOS HORNOS;BUENOS AIRES;Masculino;1946;URUGUAY;100;6;URY
DENUNCIA DE ROBO O HURTO;DEN-8401;19/1/2024;18/1/2001;1196;LA PLATA;Buenos Aires;Importado;2001;11;PICK UP;093;MITSUBISHI;084;L 200 CABINA DOBLE;1;Privado;Física;ENSENADA;BUENOS AIRES;Masculino;2000;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-10515;9/1/2024;27/3/1995;1240;JOSE C. PAZ;Buenos Aires;Nacional;1995;11;SEDAN;17;FIAT;50;SPAZIO TR;1;Privado;Física;JOSÉ C. PAZ;BUENOS AIRES;Masculino;1950;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-10611;4/1/2024;16/12/1994;1078;LA MATANZA;Buenos Aires;Nacional;1994;11;SEDAN;17;FIAT;66;VIVACE;1;Privado;Física;SAN JUSTO;BUENOS AIRES;Femenino;1984;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-6383;8/1/2024;18/7/2006;1115;MORON;Buenos Aires;Protocolo 21;2006;11;PICK UP;024;CHEVROLET;389;S10 2.8TDI DLX 4X2 CAB.DOBLE;1;Privado;Física;MORON;BUENOS AIRES;No identificado;1973;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-6770;24/1/2024;12/7/2005;1114;CAÑUELAS;Buenos Aires;Protocolo 21;2005;11;PICK UP;024;CHEVROLET;329;S10 2.8 T.I. (CABINA SIMPLE);1;Privado;Física;CAÑUELAS;BUENOS AIRES;Masculino;1989;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9180;18/1/2024;30/11/1998;1238;TIGRE;Buenos Aires;Protocolo 21;1998;11;PICK UP;136;VOLKSWAGEN;238;SAVEIRO 1.9 SD;1;Privado;Física;GENERAL PACHECO;BUENOS AIRES;Masculino;1949;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-5981;19/1/2024;4/9/2007;1178;LA MATANZA;Buenos Aires;Protocolo 21;2007;11;PICK UP;047;FORD;705;F-100 4X2 XL PLUS 3.9D CAB.SIMP.;1;Privado;Física;GONZALEZ CATAN;BUENOS AIRES;Masculino;1974;BOLIVIA;100;6;BOL
DENUNCIA DE ROBO O HURTO;DEN-10950;17/1/2024;24/1/1994;1226;LA MATANZA;Buenos Aires;Nacional;1994;11;SEDAN;17;FIAT;51;SPAZIO TR;1;Privado;Física;GONZÁLEZ CATÁN;BUENOS AIRES;Femenino;1989;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9110;15/1/2024;5/2/1999;1090;SAN MIGUEL;Buenos Aires;Protocolo 21;1999;11;PICK UP;024;CHEVROLET;254;S10 DLX 2.5 TD (CAB.DOBLE);1;Privado;Física;SAN MIGUEL;BUENOS AIRES;Masculino;1973;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-7105;15/1/2024;2/8/2004;1226;LA MATANZA;Buenos Aires;Protocolo 21;2004;11;PICK UP;024;CHEVROLET;346;S10 2.8STD T.INTERC.4X4(CAB.DOB.);1;Privado;Física;GONZALEZ CATAN;BUENOS AIRES;Femenino;2000;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9578;24/1/2024;3/11/1997;1210;ESTEBAN ECHEVERRIA;Buenos Aires;Nacional;1997;11;SEDAN;17;FIAT;50;UNO S 3P (CONFORT) 1.4;1;Privado;Física;9 DE ABRIL;BUENOS AIRES;No identificado;1985;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-10827;9/1/2024;19/5/1994;1177;LOMAS DE ZAMORA;Buenos Aires;Importado;1994;11;PICK UP;136;VOLKSWAGEN;012;VW SAVEIRO CL;1;Privado;Física;TEMPERLEY;BUENOS AIRES;Masculino;1985;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9390;8/1/2024;24/4/1998;1004;AVELLANEDA;Buenos Aires;Protocolo 21;1998;11;PICK UP;024;CHEVROLET;254;S10 DLX 2.5 TD CABINA DOBLE;1;Privado;Física;VILLA DOMINICO;BUENOS AIRES;No identificado;1981;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-11047;24/1/2024;26/10/1993;1186;MORENO;Buenos Aires;Nacional;1993;11;SEDAN;17;FIAT;72;UNO SL 1.4;1;Privado;Física;BARRIO 2000 - MORENO;BUENOS AIRES;No identificado;1963;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-10020;4/1/2024;29/7/1996;1226;LA MATANZA;Buenos Aires;Importado;1996;11;PICK UP;136;VOLKSWAGEN;013;SAVEIRO D;1;Privado;Física;GONZÁLEZ CATÁN;BUENOS AIRES;Masculino;1948;BOLIVIA;100;6;BOL
DENUNCIA DE ROBO O HURTO;DEN-9632;19/1/2024;5/9/1997;1056;MAGDALENA;Buenos Aires;Protocolo 21;1997;11;PICK UP;136;VOLKSWAGEN;013;SAVEIRO D;1;Privado;Física;MAGDALENA;BUENOS AIRES;Masculino;1984;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-6795;9/1/2024;2/6/2005;1110;SAN ANDRES DE GILES;Buenos Aires;Protocolo 21;2005;11;PICK UP;024;CHEVROLET;329;S10 2.8 T.I. (CABINA SIMPLE);1;Privado;Física;SAN ANDRÉS DE GILES;BUENOS AIRES;Masculino;1988;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9457;31/1/2024;11/3/1998;1231;TRES DE FEBRERO;Buenos Aires;Protocolo 21;1998;11;PICK UP;024;CHEVROLET;258;CORSA GL 1.7 DIESEL;1;Privado;Física;MARTÍN CORONADO;BUENOS AIRES;Masculino;1984;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-11902;17/1/2024;17/6/1991;1124;LANUS;Buenos Aires;Nacional;1991;11;SEDAN;17;FIAT;50;SPAZIO TR;1;Privado;Física;LANUS OESTE;BUENOS AIRES;No identificado;1981;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-10221;10/1/2024;16/1/1996;1266;MALVINAS ARGENTINAS;Buenos Aires;Importado;1995;11;PICK UP;047;FORD;106;F-150 XL 4X2 STYLESIDE;1;Privado;Física;GRAND BOURG;BUENOS AIRES;Masculino;1984;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-10603;24/1/2024;13/1/1995;1316;JOSE C. PAZ;Buenos Aires;Nacional;1995;11;SEDAN;17;FIAT;66;VIVACE;1;Privado;Física;JOSE C. PAZ;BUENOS AIRES;Femenino;1965;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-10887;26/1/2024;6/4/1994;4078;CORDOBA;Córdoba;Nacional;1994;11;SEDAN;17;FIAT;66;VIVACE;1;Privado;Física;CORDOBA;CORDOBA;Masculino;1993;ARGENTINA;100;14;ARG
DENUNCIA DE ROBO O HURTO;DEN-8815;11/1/2024;23/11/1999;17005;SAN MIGUEL;Salta;Importado;1999;11;PICK UP;102;NISSAN;185;DOBLE CABINA 4X4 DIESEL 3.2;1;Privado;Física;TARTAGAL;SALTA;Femenino;1987;ARGENTINA;100;66;ARG
DENUNCIA DE ROBO O HURTO;DEN-12334;8/1/2024;2/4/1990;1316;JOSE C. PAZ;Buenos Aires;Nacional;1989;11;SEDAN;17;FIAT;50;BRIO;1;Privado;Física;JOSE C. PAZ;BUENOS AIRES;No identificado;1985;URUGUAY;100;6;URY
DENUNCIA DE ROBO O HURTO;DEN-7083;3/1/2024;12/8/2004;2096;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2004;11;PICK UP;024;CHEVROLET;323;S10 2.8 T.I. (CABINA DOBLE);1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1975;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-9725;11/1/2024;27/5/1997;13032;MAIPU;Mendoza;Nacional;1997;11;SEDAN;17;FIAT;37;UNO SXAA 3P 1.6;1;Privado;Física;RODEO DEL MEDIO;MENDOZA;Femenino;1982;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-9698;5/1/2024;17/6/1997;16016;ALLEN;Río Negro;Importado;1997;11;PICK UP;061;ISUZU;093;TFR55H-20 TURBO (CABINA DOBLE);1;Privado;Física;ALLEN;RIO NEGRO;Masculino;1968;ARGENTINA;100;62;ARG
DENUNCIA DE ROBO O HURTO;DEN-5858;18/1/2024;4/1/2008;2034;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2008;11;PICK UP;024;CHEVROLET;414;S10 2.8TDI STD 4X4 ELECTRONIC CD;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1978;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-11262;2/1/2024;3/3/1993;1264;ADROGUE;Buenos Aires;Nacional;1993;11;SEDAN;17;FIAT;72;UNO SL 1.4;1;Privado;Física;LONGCHAMPS;BUENOS AIRES;Femenino;1976;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9297;4/1/2024;22/7/1998;2086;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Importado;1998;11;PICK UP;061;ISUZU;109;TFR69HSI;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Femenino;1939;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-11313;31/1/2024;9/2/1993;13024;MENDOZA;Mendoza;Nacional;1993;11;SEDAN;17;FIAT;50;SPAZIO TR;1;Privado;Física;SAN JOSE;MENDOZA;No identificado;1976;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-11794;17/1/2024;3/10/1991;1260;FLORENCIO VARELA;Buenos Aires;Nacional;1991;11;SEDAN;17;FIAT;50;SPAZIO TR;1;Privado;Física;VILLA VATTEONE;BUENOS AIRES;Masculino;1990;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-7251;15/1/2024;9/3/2004;1259;SAN MIGUEL;Buenos Aires;Protocolo 21;2004;11;PICK UP;024;CHEVROLET;323;S10 2.8 T.I. (CABINA DOBLE);1;Privado;Física;VILLA BALLESTER;BUENOS AIRES;Masculino;1977;PARAGUAY;100;6;PRY
DENUNCIA DE ROBO O HURTO;DEN-6840;9/1/2024;18/4/2005;16013;CIPOLLETTI;Río Negro;Protocolo 21;2005;11;PICK UP;024;CHEVROLET;323;S10 2.8 T.I. (CABINA DOBLE);1;Privado;Física;CIPOLLETTI;RIO NEGRO;No identificado;1980;BOLIVIA;100;62;BOL
DENUNCIA DE ROBO O HURTO;DEN-8477;19/1/2024;3/11/2000;21039;ROSARIO;Santa Fe;Protocolo 21;2000;11;PICK UP;047;FORD;395;COURIER;1;Privado;Física;ROSARIO;SANTA FE;Masculino;1972;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-8453;5/1/2024;13/11/2000;1257;MORENO;Buenos Aires;Nacional;2000;11;SEDAN;17;FIAT;77;UNO S 1.4 SPI (3P) S.E.;1;Privado;Física;MORENO;BUENOS AIRES;Femenino;1974;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9919;22/1/2024;25/11/1996;1264;ADROGUE;Buenos Aires;Importado;1996;11;PICK UP;061;ISUZU;035;TFS55H20 TURBO;1;Privado;Física;LOGCHAMPS;BUENOS AIRES;Masculino;1988;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9914;31/1/2024;9/12/1996;2037;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;1996;11;PICK UP;047;FORD;180;F-100 DIESEL;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;No identificado;1970;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-6573;16/1/2024;17/1/2006;13030;MENDOZA;Mendoza;Importado;2006;11;PICK UP;024;CHEVROLET;321;S10 2.8 DLX T.I. (CABINA DOBLE);1;Privado;Física;SAN JOSÉ;MENDOZA;Femenino;1992;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-7235;22/1/2024;1/4/2004;4044;CORDOBA;Córdoba;Protocolo 21;2004;11;PICK UP;047;FORD;463;F-100 XL DIESEL/AÑO 2004;1;Privado;Física;CORDOBA;CORDOBA;Masculino;1964;ARGENTINA;100;14;ARG
DENUNCIA DE ROBO O HURTO;DEN-6538;22/1/2024;27/2/2006;1296;MAR DEL PLATA;Buenos Aires;Protocolo 21;2006;11;PICK UP;024;CHEVROLET;391;S10 2.8 TDI STD 4X2 CAB. SIMPLE;1;Privado;Física;BATAN;BUENOS AIRES;No identificado;1998;ARGENTINA;100;6;ARG
