tramite_tipo;ID_Denuncia;tramite_fecha;fecha_inscripcion_inicial;registro_seccional_codigo;registro_seccional_descripcion;registro_seccional_provincia;automotor_origen;automotor_anio_modelo;automotor_tipo_codigo;automotor_tipo_descripcion;automotor_marca_codigo;automotor_marca_descripcion;automotor_modelo_codigo;automotor_modelo_descripcion;automotor_uso_codigo;automotor_uso_descripcion;titular_tipo_persona;titular_domicilio_localidad;titular_domicilio_provincia;titular_genero;titular_anio_nacimiento;titular_pais_nacimiento;titular_porcentaje_titularidad;titular_domicilio_provincia_id;titular_pais_nacimiento_id
DENUNCIA DE ROBO O HURTO;DEN-4574;5/1/2024;28/6/2011;1210;ESTEBAN ECHEVERRIA;Buenos Aires;Protocolo 21;2011;30;FURGONETA;044;FIAT;591;FIORINO FIRE 1242 MPI 8V;1;Privado;Física;9 DE ABRIL;BUENOS AIRES;No identificado;1990;PARAGUAY;100;6;PRY
DENUNCIA DE ROBO O HURTO;DEN-9695;17/1/2024;2/7/1997;1234;ADROGUE;Buenos Aires;Importado;1997;30;FURGONETA;047;FORD;395;COURIER;1;Privado;Física;RAFAEL CALZADA;BUENOS AIRES;No identificado;1977;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-6979;16/1/2024;7/12/2004;1089;SAN MIGUEL;Buenos Aires;Protocolo 21;2004;30;FURGONETA;044;FIAT;578;FIORINO 1.7 TD;1;Privado;Física;VILLA  BALLESTER;BUENOS AIRES;Masculino;1959;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-3938;29/1/2024;18/4/2013;1135;LANUS;Buenos Aires;Protocolo 21;2013;30;FURGONETA;044;FIAT;591;FIORINO FIRE 1242 MPI 8V;1;Privado;Física;LANUS ESTE;BUENOS AIRES;Masculino;1980;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-4330;23/1/2024;16/3/2012;1233;LANUS;Buenos Aires;Protocolo 21;2012;30;FURGONETA;044;FIAT;591;FIORINO FIRE 1242 MPI 8V;1;Privado;Física;LANUS OESTE;BUENOS AIRES;No identificado;1979;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-4704;8/1/2024;21/2/2011;1160;SAN MIGUEL;Buenos Aires;Protocolo 21;2011;30;FURGONETA;044;FIAT;591;FIORINO FIRE 1242 MPI 8V;1;Privado;Física;JOSE LEON SUAREZ;BUENOS AIRES;Masculino;1996;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-5992;2/1/2024;7/8/2007;1237;LOMAS DE ZAMORA;Buenos Aires;Protocolo 21;2007;30;FURGONETA;044;FIAT;591;FIORINO FIRE 1242 MPI 8V;1;Privado;Física;BANFIELD;BUENOS AIRES;No identificado;2000;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-4326;31/1/2024;28/3/2012;1152;LA MATANZA;Buenos Aires;Protocolo 21;2012;30;FURGONETA;044;FIAT;591;FIORINO FIRE 1242 MPI 8V;1;Privado;Física;ISIDRO CASANOVA;BUENOS AIRES;No identificado;1992;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-7144;8/1/2024;17/6/2004;1152;LA MATANZA;Buenos Aires;Protocolo 21;2004;30;FURGONETA;044;FIAT;536;FIORINO 1.3 MPI;1;Privado;Física;SAN JUSTO;BUENOS AIRES;Masculino;1990;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-9288;25/1/2024;21/8/1998;1064;MORENO;Buenos Aires;Importado;1998;30;FURGONETA;104;PEUGEOT;259;PARTNER;1;Privado;Física;MORENO;BUENOS AIRES;Masculino;1965;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-8206;5/1/2024;18/7/2001;1278;ZARATE;Buenos Aires;Importado;2001;30;FURGONETA;024;CHEVROLET;259;CORSA COMBO 1.7;1;Privado;Física;ZARATE;BUENOS AIRES;Masculino;1988;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-4091;22/1/2024;9/11/2012;2048;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Importado;2012;30;FURGONETA;044;FIAT;758;FIORINO QUBO 1.4 8V ACTIVE;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Femenino;1959;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-9217;16/1/2024;22/10/1998;13030;MENDOZA;Mendoza;Importado;1998;30;FURGONETA;047;FORD;395;COURIER;1;Privado;Física;EL BERMEJO;MENDOZA;No identificado;1981;CHILE;100;50;CHL
DENUNCIA DE ROBO O HURTO;DEN-3092;3/1/2024;17/7/2015;21013;ROSARIO;Santa Fe;Protocolo 21;2015;30;FURGONETA;044;FIAT;810;NUEVO FIORINO 1.4 8V;1;Privado;Física;ROSARIO;SANTA FE;Masculino;1970;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-3948;8/1/2024;18/3/2013;4074;CORDOBA;Córdoba;Protocolo 21;2013;30;FURGONETA;044;FIAT;591;FIORINO FIRE 1242 MPI 8V;1;Privado;Física;CORDOBA;CORDOBA;Masculino;1990;ARGENTINA;100;14;ARG
DENUNCIA DE ROBO O HURTO;DEN-2133;17/1/2024;16/3/2018;13028;MENDOZA;Mendoza;Protocolo 21;2018;30;FURGONETA;044;FIAT;810;NUEVO FIORINO 1.4 8V;1;Privado;Física;GODOY CRUZ;MENDOZA;Masculino;1994;ARGENTINA;100;50;ARG
DENUNCIA DE ROBO O HURTO;DEN-3718;2/1/2024;28/10/2013;1266;MALVINAS ARGENTINAS;Buenos Aires;Importado;2013;30;FURGONETA;044;FIAT;758;FIORINO QUBO 1.4 8V ACTIVE;1;Privado;Física;LOS POLVORINES;BUENOS AIRES;Masculino;1976;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-6485;26/1/2024;25/4/2006;1311;LA MATANZA;Buenos Aires;Protocolo 21;2006;30;FURGONETA;044;FIAT;591;FIORINO FIRE 1242 MPI 8V;1;Privado;Física;ISIDRO CASANOVA;BUENOS AIRES;Masculino;1972;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-2543;18/1/2024;31/1/2017;1256;TRES DE FEBRERO;Buenos Aires;Importado;2017;30;FURGONETA;104;PEUGEOT;564;EXPERT 1.6 HDI CONFORT;1;Privado;Física;SANTOS LUGARES;BUENOS AIRES;Femenino;1980;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-3075;11/1/2024;11/8/2015;1256;TRES DE FEBRERO;Buenos Aires;Protocolo 21;2015;30;FURGONETA;044;FIAT;810;NUEVO FIORINO 1.4 8V;1;Privado;Física;PABLO PODESTA;BUENOS AIRES;Masculino;1955;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-6818;8/1/2024;9/5/2005;1309;MERLO;Buenos Aires;Protocolo 21;2005;30;FURGONETA;044;FIAT;591;FIORINO FIRE 1242 MPI 8V;1;Privado;Física;LIBERTAD;BUENOS AIRES;Masculino;1977;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-6168;31/1/2024;13/3/2007;2101;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2007;30;FURGONETA;044;FIAT;591;FIORINO FIRE 1242 MPI 8V;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1986;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-3458;4/1/2024;17/7/2014;2091;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2014;30;FURGONETA;044;FIAT;810;NUEVO FIORINO 1.4 8V;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Femenino;1947;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-2414;8/1/2024;30/5/2017;15007;NEUQUEN;Neuquén;Protocolo 21;2017;30;FURGONETA;044;FIAT;810;NUEVO FIORINO 1.4 8V;1;Privado;Física;NEUQUÉN;NEUQUEN;Masculino;1995;ARGENTINA;100;58;ARG
DENUNCIA DE ROBO O HURTO;DEN-3406;9/1/2024;12/9/2014;4059;CORDOBA;Córdoba;Importado;2014;30;FURGONETA;044;FIAT;758;FIORINO QUBO 1.4 8V ACTIVE;1;Privado;Física;CORDOBA;CORDOBA;Masculino;1994;ARGENTINA;100;14;ARG
DENUNCIA DE ROBO O HURTO;DEN-2495;29/1/2024;31/3/2017;1308;MERLO;Buenos Aires;Importado;2017;30;FURGONETA;044;FIAT;789;DOBLO CARGO 1.4 16V ACTIVE;1;Privado;Física;MERLO;BUENOS AIRES;No identificado;1952;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-1888;30/1/2024;29/11/2018;2047;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2018;30;FURGONETA;044;FIAT;810;NUEVO FIORINO 1.4 8V;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1963;PARAGUAY;100;2;PRY
DENUNCIA DE ROBO O HURTO;DEN-6603;17/1/2024;19/12/2005;2039;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Protocolo 21;2005;30;FURGONETA;044;FIAT;591;FIORINO FIRE 1242 MPI 8V;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1957;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-6612;5/1/2024;28/11/2005;2057;CAPITAL FEDERAL;Ciudad Autónoma de Bs.As.;Nacional;2005;29;TRACTOR;67;IVECO;36;170E21T;1;Privado;Física;C.AUTONOMA DE BS.AS;C.AUTONOMA DE BS.AS;Masculino;1979;ARGENTINA;100;2;ARG
DENUNCIA DE ROBO O HURTO;DEN-6114;5/1/2024;10/4/2007;21051;RAFAELA;Santa Fe;Protocolo 21;2007;28;TRACTOR;120;SCANIA;261;R340 4X2;1;Privado;Física;RAFAELA;SANTA FE;Masculino;1975;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-8167;29/1/2024;19/9/2001;1078;LA MATANZA;Buenos Aires;Nacional;2001;26;CHAS C/CAB C/CAJA FRIGORIF;29;MERCEDES BENZ;AG;SPRINTER3 12D/CH3550;1;Privado;Física;SAN JUSTO;BUENOS AIRES;Masculino;1981;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-18032;3/1/2024;21/8/1974;1113;SAN VICENTE;Buenos Aires;Nacional;1974;26;CHASIS C/CABINA;19;FORD;15;F-7000;1;Privado;Física;BRANDSEN;BUENOS AIRES;Masculino;2001;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-5594;4/1/2024;10/9/2008;6010;RESISTENCIA;Chaco;Nacional;2008;23;CAMION;29;MERCEDES BENZ;CM;BMO 384 VERSION 1418/52 CM;1;Privado;Física;RESISTENCIA;CHACO;Masculino;1953;ARGENTINA;100;22;ARG
DENUNCIA DE ROBO O HURTO;DEN-7909;29/1/2024;4/6/2002;1316;JOSE C. PAZ;Buenos Aires;Nacional;2001;23;CAMION;67;IVECO;03;160E23N;1;Privado;Física;JOSE C. PAZ;BUENOS AIRES;No identificado;1981;ARGENTINA;100;6;ARG
DENUNCIA DE ROBO O HURTO;DEN-11096;3/1/2024;17/8/1993;21059;ROSARIO;Santa Fe;Nacional;1993;22;FURGON;37;RENAULT;34;RENAULT TRAFIC;1;Privado;Física;ROSARIO;SANTA FE;Masculino;1986;ARGENTINA;50;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-9622;26/1/2024;22/9/1997;21066;SANTA FE;Santa Fe;Protocolo 21;1997;22;SEDAN;047;FORD;238;KA;1;Privado;Física;SANTA FE;SANTA FE;Masculino;1980;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-8912;24/1/2024;31/8/1999;21049;ROSARIO;Santa Fe;Importado;1999;22;SEDAN;112;RENAULT;004;TWINGO;1;Privado;Física;ROSARIO;SANTA FE;Femenino;1965;ARGENTINA;100;82;ARG
DENUNCIA DE ROBO O HURTO;DEN-9259;2/1/2024;27/8/1998;21057;ROSARIO;Santa Fe;Protocolo 21;1998;22;SEDAN;024;CHEVROLET;103;CORSA GL 1.6 MPFI;1;Privado;Física;ROSARIO;SANTA FE;Femenino;1984;ARGENTINA;100;82;ARG
